SPS/2605/00841-B01,2050.6167000
SPS/2605/00633-B01,2036.1420000
SPS/2606/00097-B01,2019.1000000
SPS/2606/00198-S01,2009.1750000
SPS/2606/00056-B01,2000.3600000
SPS/2605/00411-L01,1996.0305000
SPS/2605/00258-B03,1995.4560000
SPS/2606/00438-B01,1990.2984000
SPS/2605/00934-B01,1973.9184500
SPS/2606/00470-S01,1971.6242400
SPS/2606/00158-S01,1970.9344000
SPS/2606/00113-B01,1969.5436500
SPS/2605/01170-S01,1964.6032000
SPS/2604/01467-B03,1964.1440000
SPS/2605/00892-B01,1962.5760000
SPS/2605/00989-B01,1957.5840000
SPS/2606/00017-B01,1957.1650500
SPS/2606/00047-B01,1942.7796000
SPS/2605/01004-B01,1942.6500000
SPS/2605/00204-B01,1940.9621500
SPS/2604/01216-B07,1930.8968000
SPS/2605/01174-S01,1928.5152000
SPS/2606/00338-S01,1922.9856100
SPS/2606/00081-B01,1918.9134400
SPS/2605/00851-B01,1913.3366000
SPS/2605/00962-B01,1909.7180000
SPS/2606/00286-S01,1905.9698000
SPS/2606/00377-B01,1905.5616000
SPS/2605/00856-B01,1903.0140000
SPS/2605/00790-B02,1901.8620000
SPS/2606/00063-B01,1894.4562000
SPS/2605/01171-S01,1891.5697500
SPS/2606/00204-S01,1879.6704000
SPS/2606/00152-S01,1876.0896000
SPS/2605/01144-B01,1874.1764400
SPS/2606/00126-B01,1864.9440000
SPS/2606/00427-B01,1860.8600000
SPS/2605/01093-B01,1856.0916000
SPS/2605/00987-B01,1855.7319000
SPS/2605/01168-S01,1854.8940500
SPS/2605/00950-B01,1848.4200000
SPS/2605/00647-B02,1835.4798000
SPS/2605/01180-B01,1835.3920000
SPS/2605/01015-B01,1831.6680800
SPS/2606/00366-B01,1829.6796000
SPS/2605/00620-B01,1812.8915000
SPS/2606/00128-S01,1806.7129000
SPS/2605/00656-B01,1806.1860000
SPS/2605/00882-TT01,1804.8000000
SPS/2605/00595-B01,1803.6600000
SPS/2605/00657-B01,1797.2000000
SPS/2605/01051-B02,1795.9512000
SPS/2606/00324-B01,1795.5157500
SPS/2606/00132-B01,1792.4920000
SPS/2606/00133-B01,1792.4920000
SPS/2605/00779-B01,1792.4920000
SPS/2605/00780-B01,1792.4920000
SPS/2605/00781-B01,1792.4920000
SPS/2605/01084-B01,1780.4808000
SPS/2604/00961-B07,1777.0348000
SPS/2604/01117-B01,1776.3820000
SPS/2606/00323-B01,1775.8755000
SPS/2605/01085-B01,1774.5682500
SPS/2606/00354-B01,1774.5557500
